PlayerName,Post,Age,MarketValue,Nationality,Left,Current_team,Fee
Lautaro Díaz,Centre-Forward,26,1.20m,Argentina,Independiente del Valle,Cruzeiro Esporte Clube,0
Fabrizio Peralta,Defensive Midfield,21,2.00m,Paraguay,Club Cerro Porteño,Cruzeiro Esporte Clube,0
Kiril Fesyun,Goalkeeper,21,900k,Ukraine,Kolos Kovalivka,Shakhtar Donetsk,0
Mads Enggård,Defensive Midfield,20,1.00m,Denmark,Randers FC,Molde FK,0
Norman Bassette,Centre-Forward,19,1.50m,Belgium,SM Caen,Coventry City,0
Hyeon-gyu Oh,Centre-Forward,23,1.80m,"Korea, South",Celtic FC,KRC Genk,0
Ondrej Lingr,Attacking Midfield,26,2.70m,Czech Republic,SK Slavia Prague,Houston Dynamo FC,2.30m
Nicolás Fonseca,Defensive Midfield,26,2.70m,Uruguay,CA River Plate,Club León FC,2.14m
Agustín Sant'Anna,Right-Back,27,2.70m,Uruguay,CA River Plate,Red Bull Bragantino,1.70m
Ignacio Pussetto,Right Winger,28,2.70m,Argentina,CA Huracán,UNAM Pumas,1.38m
Mikkel Kaufmann,Centre-Forward,23,2.70m,Denmark,1.FC Union Berlin,1.FC Heidenheim 1846,1.25m
Nemanja Stojic,Centre-Back,26,2.70m,Serbia,Red Star Belgrade,Maccabi Tel Aviv,1.20m
Abdou Harroui,Central Midfield,26,2.70m,Morocco,Frosinone Calcio,Hellas Verona,1.20m
Aleksandar Cirkovic,Left Winger,22,2.70m,Serbia,Krylya Sovetov Samara,FK TSC Backa Topola,1.20m
Nemanja Stojic,Centre-Back,26,2.70m,Serbia,FK TSC Backa Topola,Red Star Belgrade,1.00m
Leandro Lozano,Right-Back,26,2.70m,Uruguay,Club Nacional,AA Argentinos Juniors,970k
Andri Gudjohnsen,Centre-Forward,22,2.70m,Iceland,IFK Norrköping,Lyngby Boldklub,400k
Berkay Özcan,Central Midfield,26,2.70m,Türkiye,Basaksehir FK,Caykur Rizespor,loan transfer
Santiago Núñez,Centre-Back,24,2.70m,Argentina,Santos Laguna,Club Estudiantes de La Plata,?
Prestige Mboungou,Left Winger,23,2.70m,Congo,FC Baniyas,FK TSC Backa Topola,free transfer
Saad Bguir,Attacking Midfield,30,2.70m,Tunisia,Abha Club,Al-Wehda FC,free transfer
Nahuel Barrios,Left Winger,26,2.70m,Argentina,CA San Lorenzo de Almagro,CA Barracas Central,loan transfer
Ilay Feingold,Right-Back,20,1.20m,Israel,Maccabi Haifa,New England Revolution,0
Ousseynou Ba,Centre-Back,28,2.60m,Senegal,Olympiacos Piraeus,Basaksehir FK,1.00m
Jonjo Shelvey,Central Midfield,32,2.60m,England,Caykur Rizespor,Eyüpspor,free transfer
Abderrazak Hamdallah,Centre-Forward,33,2.60m,Morocco,Al-Ittihad Club,Al-Shabab FC,free transfer
Nicolas Madsen,Central Midfield,24,2.50m,Denmark,KVC Westerlo,Queens Park Rangers,0
Guzmán Rodríguez,Centre-Back,24,2.50m,Uruguay,CA Peñarol,Red Bull Bragantino,0
Hélio Varela,Left Winger,22,2.50m,Cape Verde,Portimonense SC,KAA Gent,0
Haris Tabakovic,Centre-Forward,30,2.50m,Bosnia-Herzegovina,Hertha BSC,TSG 1899 Hoffenheim,0
Patrick Yazbek,Central Midfield,22,2.50m,Australia,Viking FK,Nashville SC,0
Joaquín Mosqueira,Defensive Midfield,20,2.50m,Argentina,CA Unión (Santa Fe),CA Talleres,0
Joël Schmied,Centre-Back,26,2.00m,Switzerland,FC Sion,1.FC Köln,0
Moussa Sylla,Centre-Forward,24,2.50m,Mali,Pau FC,FC Schalke 04,0
Kaishu Sano,Defensive Midfield,23,1.50m,Japan,Kashima Antlers,1.FSV Mainz 05,0
Cedric Hatenboer,Defensive Midfield,19,500k,Netherlands,Excelsior Rotterdam,RSC Anderlecht,0
Vasil Kusej,Left Winger,24,2.50m,Czech Republic,FK Mlada Boleslav,SK Slavia Prague,0
Igor Dmitriev,Left Winger,20,700k,Russia,Ural Yekaterinburg,Spartak Moscow,0
Stéphano Carrillo,Centre-Forward,18,1.00m,Mexico,Santos Laguna U23,Feyenoord Rotterdam,0
Jeyland Mitchell,Centre-Back,19,175k,Costa Rica,LD Alajuelense,Feyenoord Rotterdam,0
Ayanda Sishuba,Attacking Midfield,19,500k,Belgium,RC Lens,Hellas Verona,0
Eduardo Guerrero,Centre-Forward,24,1.80m,Panama,Zorya Lugansk,Dynamo Kyiv,0
Raúl Moro,Left Winger,21,2.50m,Spain,SS Lazio,Real Valladolid CF,0
Răzvan Sava,Goalkeeper,22,2.00m,Romania,CFR Cluj,Udinese Calcio,0
John Yeboah,Attacking Midfield,24,2.50m,Ecuador,Raków Częstochowa,Venezia FC,0
Nidal Celik,Centre-Back,18,1.00m,Bosnia-Herzegovina,FK Sarajevo,RC Lens,0
Hervé Koffi,Goalkeeper,27,2.00m,Burkina Faso,R Charleroi SC,RC Lens,0
Dmitriy Vorobyov,Centre-Forward,26,1.50m,Russia,FC Orenburg,Lokomotiv Moscow,0
David,Left Winger,29,2.00m,Brazil,Sport Club Internacional,Clube de Regatas Vasco da Gama,0
Marc Oliver Kempf,Centre-Back,29,1.50m,Germany,Hertha BSC,Como 1907,0
Matías Nahuel,Left Winger,27,1.00m,Spain,Slask Wroclaw,Maccabi Haifa,0
Junior Diaz,Centre-Back,21,400k,Cote d'Ivoire,FC Nantes,ESTAC Troyes,0
Oscar Schwartau,Attacking Midfield,18,1.20m,Denmark,Bröndby IF,Norwich City,0
Nikolas Sattlberger,Defensive Midfield,20,1.50m,Austria,Rapid Vienna,KRC Genk,0
Malcolm Jeng,Centre-Back,19,1.50m,Sweden,IK Sirius,Stade Reims,0
Antonio Colak,Centre-Forward,30,2.20m,Croatia,Parma Calcio 1913,Spezia Calcio,0
Adrian Semper,Goalkeeper,26,2.50m,Croatia,Como 1907,Pisa Sporting Club,0
Faniel Tewelde,Left Winger,17,2.50m,Norway,Odds BK,Lommel SK,0
Patrickson Delgado,Defensive Midfield,21,800k,Ecuador,Independiente del Valle,FC Dallas,0
Sydney Osazuwa,Centre-Forward,17,-,Spain,CD Leganés U19,Real Sociedad B,0
Stoichkov,Second Striker,31,2.50m,Spain,Deportivo Alavés,Granada CF,0
Salman Al-Faraj,Central Midfield,34,400k,Saudi Arabia,Al-Hilal SFC,NEOM SC,0
Telasco Segovia,Central Midfield,21,1.00m,Venezuela,Casa Pia AC,Inter Miami CF,0
Khaled Narey,Right Winger,30,2.50m,Togo,Al-Khaleej FC,Al-Ula FC,0
Salomón Rodríguez,Centre-Forward,24,2.50m,Uruguay,CD Godoy Cruz Antonio Tomba,CSD Colo-Colo,2.43m
Juan Fernando Quintero,Attacking Midfield,32,2.50m,Colombia,Racing Club,CD América de Cali,2.40m
Deniz Hümmet,Centre-Forward,28,2.50m,Türkiye,Djurgårdens IF,Gamba Osaka,2.30m
Osvaldo Rodríguez,Left-Back,27,2.50m,Mexico,Club León FC,Tigres UANL,2.30m
Kady Borges,Right Winger,28,2.50m,Brazil,FC Krasnodar,Ferencvárosi TC,2.00m
Taylor Booth,Right Winger,23,2.50m,United States,FC Utrecht,Twente Enschede FC,2.00m
Miguel de la Fuente,Centre-Forward,24,2.50m,Spain,Deportivo Alavés,CD Leganés,2.00m
Oliver Dovin,Goalkeeper,22,2.50m,Sweden,Hammarby IF,Coventry City,1.90m
Mauro Luna Diale,Attacking Midfield,25,2.50m,Argentina,CA Unión (Santa Fe),Akhmat Grozny,1.85m
Patrik Wålemark,Right Winger,23,2.50m,Sweden,Feyenoord Rotterdam,Lech Poznan,1.80m
Jacob Widell Zetterström,Goalkeeper,26,2.50m,Sweden,Djurgårdens IF,Derby County,1.75m
Silvan Hefti,Right-Back,26,2.50m,Switzerland,Genoa CFC,Hamburger SV,1.50m
Bartlomiej Dragowski,Goalkeeper,26,2.50m,Poland,Spezia Calcio,Panathinaikos FC,1.50m
Marko Pjaca,Left Winger,29,2.50m,Croatia,HNK Rijeka,GNK Dinamo Zagreb,1.50m
Hugo Novoa,Right-Back,21,2.50m,Spain,RB Leipzig,Deportivo Alavés,1.50m
Federico Bonazzoli,Centre-Forward,27,2.50m,Italy,US Salernitana 1919,US Cremonese,1.50m
Félix Correia,Left Winger,23,2.50m,Portugal,Juventus Next Gen,Gil Vicente FC,1.50m
Marvin Mehlem,Attacking Midfield,26,2.50m,Germany,SV Darmstadt 98,Hull City,1.50m
Anouar Ait El Hadj,Attacking Midfield,22,2.50m,Belgium,KRC Genk,Union Saint-Gilloise,1.50m
Anis Slimane,Central Midfield,23,2.50m,Tunisia,Sheffield United,Norwich City,1.45m
Matías Galarza Fonda,Central Midfield,22,2.50m,Paraguay,Clube de Regatas Vasco da Gama,CA Talleres,1.38m
Ioannis Pittas,Centre-Forward,28,2.50m,Cyprus,AIK,CSKA-Sofia,1.20m
Rober González,Right Winger,23,2.50m,Spain,Real Betis Balompié,NEC Nijmegen,1.20m
Cas Odenthal,Centre-Back,23,2.50m,Netherlands,Como 1907,US Sassuolo,1.20m
Theodore Ku-DiPietro,Attacking Midfield,23,2.50m,United States,D.C. United,Colorado Rapids,1.10m
Pierre Dwomoh,Central Midfield,20,2.50m,Belgium,Royal Antwerp FC,Watford FC,1.00m
Asier Villalibre,Centre-Forward,26,2.50m,Spain,Athletic Bilbao,Deportivo Alavés,1.00m
Pierluigi Gollini,Goalkeeper,29,2.50m,Italy,Atalanta BC,AS Roma,800k
Njegos Petrovic,Defensive Midfield,24,2.50m,Serbia,Granada CF,FK Vojvodina Novi Sad,800k
Mathew Ryan,Goalkeeper,32,2.50m,Australia,AS Roma,RC Lens,800k
Jovane Cabral,Left Winger,26,2.50m,Cape Verde,Sporting CP,CF Estrela Amadora,800k
Lukas Kacavenda,Attacking Midfield,21,2.50m,Croatia,NK Lokomotiva Zagreb,GNK Dinamo Zagreb,750k
Andraz Sporar,Centre-Forward,30,2.50m,Slovenia,Panathinaikos FC,Alanyaspor,750k
Thomas Galdames,Left-Back,25,2.50m,Chile,CD Godoy Cruz Antonio Tomba,Krylya Sovetov Samara,650k
Bernardo Vital,Centre-Back,23,2.50m,Portugal,GD Estoril Praia,Real Zaragoza,600k
Giangiacomo Magnani,Centre-Back,29,2.50m,Italy,Hellas Verona,Palermo FC,600k
Callum Styles,Left-Back,24,2.50m,Hungary,Barnsley FC,West Bromwich Albion,600k
Oleksiy Gutsulyak,Right Winger,26,2.50m,Ukraine,SC Dnipro-1 ( - 2024),Polissya Zhytomyr,600k
Henry Kessler,Centre-Back,26,2.50m,United States,New England Revolution,St. Louis CITY SC,549k
Tin Jedvaj,Centre-Back,28,2.50m,Croatia,Lokomotiv Moscow,Panathinaikos FC,500k
Rayyan Baniya,Centre-Back,25,2.50m,Türkiye,Trabzonspor,Palermo FC,Loan fee:450k
Giorgi Gocholeishvili,Right-Back,23,2.50m,Georgia,Shakhtar Donetsk,FC Copenhagen,Loan fee:400k
Ruan,Centre-Back,25,2.50m,Brazil,US Sassuolo,São Paulo Futebol Clube,Loan fee:400k
Irvin Cardona,Centre-Forward,27,2.50m,France,FC Augsburg,RCD Espanyol Barcelona,Loan fee:400k
Tomasz Kedziora,Centre-Back,30,2.50m,Poland,Dynamo Kyiv,PAOK Thessaloniki,400k
Jorge Fernandes,Centre-Back,27,2.50m,Portugal,Vitória Guimarães SC,Al-Fateh SC,386k
Mateus Vital,Attacking Midfield,26,2.50m,Brazil,Cruzeiro Esporte Clube,Shanghai Port,316k
Mickaël Biron,Centre-Forward,26,2.50m,Martinique,RWD Molenbeek,Oud-Heverlee Leuven,Loan fee:300k
Moussa Sylla,Centre-Forward,24,2.50m,Mali,SM Caen,Pau FC,300k
Jón Dagur Thorsteinsson,Left Winger,25,2.50m,Iceland,Oud-Heverlee Leuven,Hertha BSC,250k
Horațiu Moldovan,Goalkeeper,26,2.50m,Romania,Atlético de Madrid,US Sassuolo,Loan fee:250k
Raul Gustavo,Centre-Back,25,2.50m,Brazil,Sport Club Corinthians Paulista,Ferencvárosi TC,180k
Jayden Nelson,Left Winger,21,2.50m,Canada,Rosenborg BK,SSV Ulm 1846,Loan fee:100k
Marvin Mehlem,Attacking Midfield,27,2.50m,Germany,Hull City,SC Paderborn 07,Loan fee:100k
Luca Waldschmidt,Centre-Forward,28,2.50m,Germany,VfL Wolfsburg,1.FC Köln,free transfer
Robin Knoche,Centre-Back,32,2.50m,Germany,1.FC Union Berlin,1.FC Nuremberg,free transfer
Neto,Goalkeeper,35,2.50m,Brazil,AFC Bournemouth,Arsenal FC,loan transfer
Aleksandar Dragovic,Centre-Back,33,2.50m,Austria,Red Star Belgrade,Austria Vienna,free transfer
Matt Clarke,Centre-Back,28,2.50m,England,Middlesbrough FC,Derby County,?
Noah Mbamba,Central Midfield,19,2.50m,Belgium,Bayer 04 Leverkusen,Fortuna Düsseldorf,loan transfer
Kevin Sessa,Central Midfield,23,2.50m,Germany,1.FC Heidenheim 1846,Hertha BSC,free transfer
Joseph Nonge,Central Midfield,19,2.50m,Belgium,Juventus Next Gen,Servette FC,loan transfer
Justin Diehl,Left Winger,19,2.50m,Germany,1.FC Köln,VfB Stuttgart,free transfer
Ivan Ordets,Centre-Back,31,2.50m,Ukraine,Dynamo Moscow,VfL Bochum,free transfer
Dion Sanderson,Centre-Back,25,2.50m,England,Birmingham City,Blackburn Rovers,loan transfer
Thomas Delaney,Central Midfield,32,2.50m,Denmark,Sevilla FC,FC Copenhagen,free transfer
Pantelis Hatzidiakos,Centre-Back,27,2.50m,Greece,Cagliari Calcio,FC Copenhagen,loan transfer
Elias Cobbaut,Centre-Back,26,2.50m,Belgium,Parma Calcio 1913,AC Sparta Prague,?
André Ramalho,Centre-Back,32,2.50m,Brazil,PSV Eindhoven,Sport Club Corinthians Paulista,free transfer
Mileta Rajovic,Centre-Forward,25,2.50m,Denmark,Watford FC,Bröndby IF,loan transfer
Valery Fernández,Right Winger,24,2.50m,Spain,Girona FC,RCD Mallorca,loan transfer
Patrik Wålemark,Right Winger,22,2.50m,Sweden,Feyenoord Rotterdam,Lech Poznan,loan transfer
Nemanja Tosic,Left-Back,27,2.50m,Serbia,FK Cukaricki,FC Zürich,?
George Baldock,Right-Back,31,2.50m,Greece,Sheffield United,Panathinaikos FC,free transfer
Faride Alidou,Left Winger,23,2.50m,Germany,Eintracht Frankfurt,Hellas Verona,loan transfer
Gustaf Lagerbielke,Centre-Back,24,2.50m,Sweden,Celtic FC,Twente Enschede FC,loan transfer
Bernard,Left Winger,31,2.50m,Brazil,Panathinaikos FC,Clube Atlético Mineiro,free transfer
Nicholas Bonfanti,Centre-Forward,22,2.50m,Italy,Pisa Sporting Club,SSC Bari,loan transfer
Taylor Gardner-Hickman,Central Midfield,22,2.50m,England,Bristol City,Birmingham City,loan transfer
Pedro Díaz,Central Midfield,26,2.50m,Spain,FC Girondins Bordeaux,Rayo Vallecano,free transfer
Álvaro Fernández,Goalkeeper,26,2.50m,Spain,SD Huesca,Sevilla FC,free transfer
Jeppe Okkels,Left Winger,25,2.50m,Denmark,Preston North End,Aberdeen FC,loan transfer
Kevin Nisbet,Centre-Forward,27,2.50m,Scotland,Millwall FC,Aberdeen FC,loan transfer
Álex Valle,Left-Back,20,2.50m,Spain,FC Barcelona,Celtic FC,loan transfer
Joe Rothwell,Central Midfield,29,2.50m,England,AFC Bournemouth,Leeds United,loan transfer
Alexis Sánchez,Centre-Forward,35,2.50m,Chile,Inter Milan,Udinese Calcio,free transfer
Stefan Savic,Centre-Back,33,2.50m,Montenegro,Atlético de Madrid,Trabzonspor,free transfer
Chris Bedia,Centre-Forward,28,2.50m,Cote d'Ivoire,1.FC Union Berlin,BSC Young Boys,loan transfer
Cristian Manea,Right-Back,26,2.50m,Romania,CFR Cluj,FC Rapid 1923,free transfer
Andy Pelmard,Right-Back,24,2.50m,France,Clermont Foot 63,UD Las Palmas,loan transfer
Ali Al-Hamadi,Centre-Forward,22,2.50m,Iraq,Ipswich Town,Stoke City,loan transfer
Igor Jesus,Centre-Forward,23,2.50m,Brazil,Shabab Al-Ahli Club,Botafogo de Futebol e Regatas,free transfer
Enzo Díaz,Left-Back,29,2.50m,Argentina,CA River Plate,São Paulo Futebol Clube,loan transfer
Anwar El Ghazi,Right Winger,29,2.50m,Netherlands,1.FSV Mainz 05,Cardiff City,free transfer
Jon Karrikaburu,Centre-Forward,21,2.50m,Spain,Real Sociedad,Racing Santander,loan transfer
Sérgio Oliveira,Central Midfield,32,2.50m,Portugal,Galatasaray,Olympiacos Piraeus,free transfer
Jalal Abdullai,Centre-Forward,20,2.50m,Ghana,IF Elfsborg,Molde FK,loan transfer
Svit Seslar,Attacking Midfield,22,2.50m,Slovenia,Eyüpspor,NK Celje,loan transfer
Naci Ünüvar,Left Winger,21,2.50m,Türkiye,Ajax Amsterdam,RCD Espanyol Barcelona,loan transfer
Mahamadou Diawara,Central Midfield,19,2.50m,France,Olympique Lyon,Le Havre AC,loan transfer
Timothée Pembélé,Right-Back,21,2.50m,France,Sunderland AFC,Le Havre AC,loan transfer
Ola Solbakken,Right Winger,25,2.50m,Norway,AS Roma,FC Empoli,loan transfer
Juan Carlos Gauto,Right Winger,20,2.50m,Argentina,FC Basel 1893,Deportivo de La Coruña,loan transfer
Artem Timofeev,Defensive Midfield,30,2.50m,Russia,Akhmat Grozny,Lokomotiv Moscow,free transfer
Mauricio Lemos,Centre-Back,29,2.50m,Uruguay,Clube Atlético Mineiro,Clube de Regatas Vasco da Gama,free transfer
Lewis Dobbin,Left Winger,21,2.50m,England,Aston Villa,West Bromwich Albion,loan transfer
Uroš Račić,Defensive Midfield,26,2.50m,Serbia,US Sassuolo,West Bromwich Albion,loan transfer
Tino Kadewere,Centre-Forward,28,2.50m,Zimbabwe,Olympique Lyon,FC Nantes,free transfer
Jean-Philippe Gbamin,Defensive Midfield,28,2.50m,Cote d'Ivoire,USL Dunkerque,FC Nantes,free transfer
Tete Morente,Left Winger,27,2.50m,Spain,Elche CF,US Lecce,free transfer
Adil Aouchiche,Attacking Midfield,22,2.50m,France,Sunderland AFC,Portsmouth FC,loan transfer
Rafael Ratão,Left Winger,29,2.50m,Brazil,Esporte Clube Bahia,Cerezo Osaka,loan transfer
Aaron Connolly,Centre-Forward,24,2.50m,Ireland,Sunderland AFC,Millwall FC,?
Tomás Galván,Attacking Midfield,24,2.50m,Argentina,CA River Plate,CA Vélez Sarsfield,loan transfer
Shandon Baptiste,Central Midfield,26,2.50m,Grenada,Brentford FC,Luton Town,free transfer
Max Lowe,Left-Back,27,2.50m,England,Sheffield United,Sheffield Wednesday,free transfer
Rémi Oudin,Attacking Midfield,28,2.50m,France,US Lecce,UC Sampdoria,loan transfer
Paul Nardi,Goalkeeper,30,2.50m,France,KAA Gent,Queens Park Rangers,free transfer
Sergi Roberto,Central Midfield,32,2.50m,Spain,FC Barcelona,Como 1907,free transfer
Rafa Mir,Centre-Forward,27,2.50m,Spain,Sevilla FC,Valencia CF,loan transfer
Maximiliano Caufriez,Centre-Back,27,2.50m,Belgium,Clermont Foot 63,Valencia CF,loan transfer
Juan Bernat,Left-Back,31,2.50m,Spain,Paris Saint-Germain,Villarreal CF,free transfer
Uroš Račić,Defensive Midfield,26,2.50m,Serbia,US Sassuolo,SC Braga,loan transfer
Thomas Meunier,Right-Back,32,2.50m,Belgium,Trabzonspor,LOSC Lille,free transfer
Soualiho Meïté,Defensive Midfield,30,2.50m,France,SL Benfica,PAOK Thessaloniki,loan transfer
Carles Aleñá,Central Midfield,27,2.50m,Spain,Getafe CF,Deportivo Alavés,loan transfer
Lewis Dobbin,Left Winger,22,2.50m,England,Aston Villa,Norwich City,loan transfer
Anis Slimane,Central Midfield,23,2.50m,Tunisia,Sheffield United,Norwich City,loan transfer
Roberto López,Attacking Midfield,24,2.50m,Spain,Real Sociedad,CD Leganés,free transfer
Munir El Haddadi,Right Winger,28,2.50m,Morocco,UD Las Palmas,CD Leganés,free transfer
Óscar Rodríguez,Attacking Midfield,26,2.50m,Spain,Sevilla FC,CD Leganés,free transfer
Bruno Barticciotto,Centre-Forward,23,2.50m,Chile,CA Talleres,Santos Laguna,loan transfer
Cédric Kipré,Centre-Back,27,2.50m,Cote d'Ivoire,West Bromwich Albion,Stade Reims,free transfer
Lucas Halter,Centre-Back,24,2.50m,Brazil,Botafogo de Futebol e Regatas,Esporte Clube Vitória,loan transfer
Marco Nasti,Centre-Forward,20,2.50m,Italy,AC Milan,US Cremonese,free transfer
Zan Vipotnik,Centre-Forward,22,2.50m,Slovenia,FC Girondins Bordeaux,Swansea City,free transfer
Clayton,Centre-Forward,25,2.50m,Brazil,Clube de Regatas Vasco da Gama,Rio Ave FC,loan transfer
Omar Richards,Left-Back,26,2.50m,England,Nottingham Forest,Rio Ave FC,loan transfer
Juan Otero,Right Winger,29,2.50m,Colombia,CF América,Sporting Gijón,free transfer
Alessandro Bianco,Central Midfield,21,2.50m,Italy,ACF Fiorentina,AC Monza,loan transfer
Chris Bedia,Centre-Forward,28,2.50m,Cote d'Ivoire,1.FC Union Berlin,Hull City,loan transfer
Dennis Eckert Ayensa,Centre-Forward,27,2.50m,Germany,Union Saint-Gilloise,Standard Liège,loan transfer
Mario González,Centre-Forward,28,2.50m,Spain,Los Angeles FC,FC Famalicão,loan transfer
Erik Expósito,Centre-Forward,28,2.50m,Spain,Slask Wroclaw,Al-Ahli SC,free transfer
Cristián Borja,Left-Back,31,2.50m,Colombia,SC Braga,CF América,free transfer
Juan Bernat,Left-Back,31,2.50m,Spain,Villarreal CF,Getafe CF,free transfer
Carles Pérez,Right Winger,26,2.50m,Spain,Celta de Vigo,Getafe CF,loan transfer
Edouard Michut,Central Midfield,21,2.50m,France,Paris Saint-Germain,Adana Demirspor,free transfer
Abdoulaye Ndiaye,Centre-Back,22,2.50m,Senegal,ESTAC Troyes,Stade Brestois 29,loan transfer
Emanuel Reynoso,Attacking Midfield,29,2.50m,Argentina,Club Tijuana,CA Talleres,?
Borja Bastón,Centre-Forward,31,2.50m,Spain,Real Oviedo,CF Pachuca,free transfer
Riccardo Pagano,Central Midfield,19,2.50m,Italy,AS Roma,US Catanzaro,loan transfer
Markus Solbakken,Defensive Midfield,24,2.50m,Norway,AC Sparta Prague,Pisa Sporting Club,loan transfer
Oliver Abildgaard,Defensive Midfield,28,2.50m,Denmark,Como 1907,Pisa Sporting Club,loan transfer
James Rodríguez,Attacking Midfield,33,2.50m,Colombia,Rayo Vallecano,Club León FC,free transfer
Rúben Semedo,Centre-Back,30,2.50m,Portugal,Al-Duhail SC,Al-Khor SC,loan transfer
Haris Seferovic,Centre-Forward,32,2.50m,Switzerland,Al-Wasl FC,Al-Nasr SC (UAE),?
M'Baye Niang,Centre-Forward,29,2.50m,Senegal,FC Empoli,Wydad Casablanca,free transfer
Henrique Araújo,Centre-Forward,22,2.50m,Portugal,SL Benfica,FC Arouca,loan transfer
Marino Hinestroza,Right Winger,22,2.50m,Colombia,Columbus Crew,Atlético Nacional,loan transfer
Thibault De Smet,Left-Back,26,2.50m,Belgium,Stade Reims,Paris FC,loan transfer
João Moreira,Right-Back,20,2.50m,Brazil,São Paulo Futebol Clube,FC Porto B,loan transfer
Kady Borges,Right Winger,28,2.50m,Brazil,Ferencvárosi TC,Qarabağ FK,free transfer
Dylan Borrero,Left Winger,22,2.50m,Colombia,New England Revolution,Fortaleza Esporte Clube,free transfer
Breno Lopes,Left Winger,28,2.50m,Brazil,Sociedade Esportiva Palmeiras,Fortaleza Esporte Clube,free transfer
Rony Lopes,Right Winger,28,2.50m,Portugal,SC Braga,Alanyaspor,free transfer
Emanuel Reynoso,Attacking Midfield,28,2.50m,Argentina,Minnesota United FC,Club Tijuana,?
Ilya Shkurin,Centre-Forward,24,2.50m,Belarus,CSKA Moscow,Stal Mielec,free transfer
Ali Madan,Right Winger,29,2.50m,Bahrain,Al-Riffa SC,Ajman Club,loan transfer
Haykeul Chikhaoui,Attacking Midfield,28,2.50m,Tunisia,Ajman Club,Al-Nasr SC (Kuwait),?
Vladimir Lucic,Left Winger,22,2.50m,Serbia,Red Star Belgrade,FK IMT Belgrad,loan transfer
Romarinho,Centre-Forward,33,2.50m,Brazil,Al-Ittihad Club,NEOM SC,free transfer
Noel Buck,Central Midfield,19,2.50m,England,New England Revolution,Southampton FC U21,loan transfer
Gaëtan Coucke,Goalkeeper,25,2.50m,Belgium,KV Mechelen,Al-Orobah FC,free transfer
Felix Afena-Gyan,Centre-Forward,21,2.50m,Ghana,US Cremonese,Juventus Next Gen,loan transfer
Faisal Al-Ghamdi,Central Midfield,23,2.50m,Saudi Arabia,Al-Ittihad Club,Beerschot VA,loan transfer
Jesús Murillo,Centre-Back,30,2.50m,Colombia,Los Angeles FC,FC Juárez,free transfer
Chris Smalling,Centre-Back,34,2.50m,England,AS Roma,Al-Fayha FC,free transfer
Frankie Amaya,Central Midfield,24,2.50m,United States,Deportivo Toluca,Los Angeles FC,loan transfer
Jeremy Ebobisse,Centre-Forward,27,2.50m,United States,San Jose Earthquakes,Los Angeles FC,free transfer
Riccieli,Centre-Back,26,2.50m,Brazil,FC Famalicão,Qingdao West Coast,loan transfer
Aziz Yakubu,Centre-Forward,26,2.50m,Ghana,Shimizu S-Pulse,Qingdao West Coast,loan transfer
Ibrahima Koné,Centre-Forward,25,2.50m,Mali,UD Almería,Al-Okhdood Club,loan transfer
Muath Fagihy,Left-Back,22,650k,Saudi Arabia,Al-Hilal SFC,Al-Ittihad Club,0
Mohammed Al-Burayk,Right-Back,31,650k,Saudi Arabia,Al-Hilal SFC,NEOM SC,0
Agustín Martegani,Attacking Midfield,24,1.80m,Argentina,CA San Lorenzo de Almagro,CA Boca Juniors,0
Alex Palmer,Goalkeeper,28,1.20m,England,West Bromwich Albion,Ipswich Town,0
Sam Smith,Centre-Forward,26,600k,England,Reading FC,Wrexham AFC,0
Shapi Suleymanov,Right Winger,25,1.80m,Russia,Aris Thessaloniki,Sporting Kansas City,0
Manu Fuster,Left Winger,26,2.40m,Spain,Albacete Balompié,UD Las Palmas,1.50m
Pêpê,Central Midfield,27,2.40m,Portugal,Olympiacos Piraeus,Pafos FC,600k
Rúben Vinagre,Left-Back,25,2.40m,Portugal,Sporting CP,Legia Warszawa,loan transfer
Miha Zajc,Central Midfield,30,2.40m,Slovenia,Fenerbahce,FC Toulouse,loan transfer
Pietro Beruatto,Left-Back,26,2.40m,Italy,Pisa Sporting Club,UC Sampdoria,loan transfer
David Okereke,Centre-Forward,27,2.40m,Nigeria,US Cremonese,Gaziantep FK,loan transfer
Giorgio Cittadini,Centre-Back,22,2.40m,Italy,Atalanta BC,Frosinone Calcio,loan transfer
Nicholas Gioacchini,Centre-Forward,24,2.40m,United States,Como 1907,FC Cincinnati,loan transfer
Michael Cooper,Goalkeeper,24,1.00m,England,Plymouth Argyle,Sheffield United,0
Mason Burstow,Centre-Forward,21,1.80m,England,Chelsea FC U21,Hull City,0
Alvin Ayman,Central Midfield,16,-,England,Wolverhampton Wanderers Youth,Liverpool FC U18,0
José Juan Macías,Centre-Forward,24,1.50m,Mexico,Deportivo Guadalajara,Santos Laguna,0
Rodrigo Aguirre,Centre-Forward,29,2.30m,Uruguay,CF Monterrey,CF América,0
Miguel Monsalve,Attacking Midfield,20,1.00m,Colombia,Independiente Medellín,Grêmio Foot-Ball Porto Alegrense,0
Steve Ngoura,Centre-Forward,19,800k,France,Le Havre AC,Cercle Brugge ,0
Ayrton Costa,Centre-Back,24,2.00m,Argentina,CA Independiente,Royal Antwerp FC,0
Omar Govea,Defensive Midfield,28,2.00m,Mexico,CF Monterrey,Deportivo Guadalajara,0
Louis Munteanu,Centre-Forward,22,1.80m,Romania,ACF Fiorentina,CFR Cluj,0
